a,b,c,d,f,q,i,s,u,x,total_graded_students,total_students,total_surveys,surveys_completed,pending_surveys,course_assignments,expected_1,expected_2,expected_3,objectives_1,objectives_2,objectives_3,objectives_4,critical_thinking_1,critical_thinking_2,critical_thinking_3,critical_thinking_4,organization_1,organization_2,organization_3,organization_4,diverse_1,diverse_2,diverse_3,diverse_4,diverse_5,diverse_0,feedback_1,feedback_2,feedback_3,feedback_4,feedback_5,feedback_6,year,subject_code,course_number,campus_code,professor_name,a%,b%,c%,d%,f%,q%,i%,s%,u%,x%,mean_gpa,q_gpa,mean_expected,mean_objectives,mean_critical_thinking,mean_organization,mean_diverse,mean_feedback
39,11,1,1,2,0,0,0,0,0,54,54,54,11,43,3,0,1,10,0,0,3,8,0,0,4,7,0,0,2,9,0,0,0,7,4,0,0,0,0,1,4,6,2021,VIST,465,1,Krista S. Finch,72.222,20.37,1.852,1.852,3.704,0.0,0.0,0.0,0.0,0.0,3.556,3.556,2.909,3.727,3.636,3.818,4.364,5.455
8,0,0,0,0,0,0,0,0,0,8,8,8,1,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2021,VIZA,647,1,Krista S. Finch,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,6.0
18,28,3,0,0,0,0,0,0,0,49,49,49,16,33,2,0,4,12,1,2,5,8,0,5,2,9,1,2,0,13,0,2,1,5,7,1,1,0,1,0,6,8,2020,COMM,203,1,Kristan A. Poirot,36.735,57.143,6.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.306,3.306,2.75,3.25,3.25,3.562,4.133,5.125
2,2,5,0,0,0,0,0,0,0,9,9,9,3,6,1,0,0,3,0,0,1,2,0,0,1,2,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,3,2022,COMM,434,1,Kristan A. Poirot,22.222,22.222,55.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.667,2.667,3.0,3.667,3.667,4.0,4.667,6.0
9,0,0,0,0,0,0,0,0,0,9,9,9,7,2,1,0,0,7,0,0,1,6,0,0,2,5,0,0,0,7,0,0,0,3,4,0,0,0,0,2,3,2,2021,COMM,601,1,Kristan A. Poirot,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.857,3.714,4.0,4.571,5.0
6,0,0,0,0,0,1,0,0,0,6,7,7,7,0,1,0,0,7,0,0,2,5,0,1,3,3,0,0,4,3,0,0,1,1,5,0,0,0,0,2,1,4,2022,COMM,645,1,Kristan A. Poirot,85.714,0.0,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,4.0,4.0,3.0,3.714,3.286,3.429,4.571,5.286
7,0,0,0,0,0,2,0,0,0,7,9,9,3,6,1,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,2,2021,COMM,652,1,Kristan A. Poirot,77.778,0.0,0.0,0.0,0.0,0.0,22.222,0.0,0.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.667
34,16,4,1,3,1,0,0,0,0,58,59,58,26,32,3,0,1,25,0,2,6,18,0,1,14,11,0,0,6,20,0,0,1,10,15,0,0,0,1,4,12,9,2021,ENGL,104,1,Kristen D. York,57.627,27.119,6.78,1.695,5.085,1.695,0.0,0.0,0.0,0.0,3.328,3.28,2.962,3.615,3.385,3.769,4.538,5.115
7,7,3,1,2,2,0,0,0,0,20,22,20,8,12,1,0,1,7,0,0,5,3,0,0,3,5,0,0,1,7,0,0,0,3,5,0,0,0,1,1,2,4,2022,ENGL,203,1,Kristen D. York,31.818,31.818,13.636,4.545,9.091,9.091,0.0,0.0,0.0,0.0,2.8,2.591,2.875,3.375,3.625,3.875,4.625,5.125
199,44,4,1,0,2,0,0,0,0,248,250,248,39,209,13,0,5,34,0,0,12,27,0,3,13,23,0,2,14,23,0,0,3,12,19,5,4,0,2,8,12,13,2021,MLSC,221,1,Kristen J. LeForte,79.6,17.6,1.6,0.4,0.0,0.8,0.0,0.0,0.0,0.0,3.778,3.752,2.872,3.692,3.513,3.538,4.471,4.615
82,27,3,0,2,0,0,0,0,0,114,114,114,9,105,6,0,1,8,1,0,1,7,0,1,1,7,0,1,3,5,0,1,0,2,6,0,0,1,0,1,1,6,2022,MLSC,222,1,Kristen J. LeForte,71.93,23.684,2.632,0.0,1.754,0.0,0.0,0.0,0.0,0.0,3.64,3.64,2.889,3.556,3.667,3.444,4.444,5.222
189,14,2,0,0,0,0,0,0,0,205,205,205,61,144,8,0,1,60,0,0,3,58,0,0,9,52,0,0,2,59,3,0,2,6,50,0,0,0,0,2,11,48,2020,EDCI,354,1,Kristen L. Shumbera,92.195,6.829,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.912,3.912,2.984,3.951,3.852,3.967,4.639,5.754
44,13,1,0,0,0,0,0,0,0,58,58,58,17,41,2,0,0,17,0,0,0,17,0,1,3,13,0,0,0,17,0,0,0,4,13,0,0,0,0,1,3,13,2021,RDNG,468,1,Kristen L. Shumbera,75.862,22.414,1.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.741,3.741,3.0,4.0,3.706,4.0,4.765,5.706
120,7,1,0,1,0,0,0,0,0,129,129,129,32,97,4,0,0,32,1,0,0,31,0,0,4,28,0,0,2,30,3,0,0,2,27,0,1,0,0,2,6,23,2021,TEFB,371,1,Kristen L. Shumbera,93.023,5.426,0.775,0.0,0.775,0.0,0.0,0.0,0.0,0.0,3.899,3.899,3.0,3.906,3.875,3.938,4.562,5.531
104,14,2,0,0,0,0,0,0,0,120,120,120,54,66,4,0,0,54,0,0,5,49,0,1,4,49,0,0,3,51,0,0,0,5,47,2,0,0,0,1,8,45,2021,TEFB,410,1,Kristen L. Shumbera,86.667,11.667,1.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,3.85,3.0,3.907,3.889,3.944,4.904,5.815
103,11,2,0,0,0,0,0,0,0,116,116,116,44,72,3,0,0,44,0,1,5,38,0,2,6,36,0,0,5,39,1,1,0,4,37,1,0,0,0,3,6,35,2020,TEFB,413,1,Kristen L. Shumbera,88.793,9.483,1.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.871,3.871,3.0,3.841,3.773,3.886,4.744,5.727
14,12,2,0,1,0,0,0,0,0,29,29,29,19,10,2,0,0,19,0,2,5,12,0,1,8,10,0,0,3,16,0,1,1,7,8,2,0,0,0,6,8,5,2020,BMEN,425,1,Kristen Maitland,48.276,41.379,6.897,0.0,3.448,0.0,0.0,0.0,0.0,0.0,3.31,3.31,3.0,3.526,3.474,3.842,4.294,4.947
36,6,1,0,0,0,0,0,0,0,43,43,43,39,4,2,0,3,36,0,1,8,30,0,0,20,19,0,0,9,30,2,0,0,23,9,5,0,0,3,5,19,12,2020,BMEN,625,1,Kristen Maitland,83.721,13.953,2.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.814,3.814,2.923,3.744,3.487,3.769,4.088,5.026
37,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,BMEN,685,1,Kristen Maitland,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,0,0,0,0,0,0,0,8,8,8,6,2,1,0,0,6,0,0,0,6,0,0,3,3,0,0,2,4,0,0,0,2,4,0,0,0,0,1,2,3,2022,BMEN,689,1,Kristen Maitland,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,3.5,3.667,4.667,5.333
163,33,10,3,6,2,0,0,0,0,215,217,215,48,167,5,0,1,47,1,0,9,38,2,8,17,21,0,4,2,42,1,2,2,22,18,3,2,1,1,9,17,18,2021,KINE,120,1,Kristen W. Marek,75.115,15.207,4.608,1.382,2.765,0.922,0.0,0.0,0.0,0.0,3.6,3.571,2.979,3.75,3.188,3.792,4.2,4.917
100,1,1,0,0,1,1,40,0,0,102,144,143,86,57,6,1,2,83,0,1,6,79,7,32,23,24,0,1,14,71,3,2,22,27,22,10,4,0,2,7,31,42,2020,KINE,199,1,Kristen W. Marek,69.444,0.694,0.694,0.0,0.0,0.694,0.694,27.778,0.0,0.0,3.971,3.937,2.953,3.907,2.744,3.814,3.829,5.174
418,47,16,4,10,2,1,0,0,0,495,498,496,246,250,14,0,20,205,1,12,42,170,2,40,75,108,1,4,38,182,15,5,25,93,81,6,17,1,15,47,70,75,2020,KINE,223,1,Kristen W. Marek,83.936,9.438,3.213,0.803,2.008,0.402,0.201,0.0,0.0,0.0,3.735,3.722,2.663,3.378,3.004,3.459,3.654,4.276
52,168,109,19,4,8,1,0,0,0,352,361,353,114,239,11,4,27,83,2,7,33,72,1,2,25,86,9,11,55,39,4,4,15,43,30,18,3,4,25,32,34,16,2020,AERO,201,1,Kristi J. Shryock,14.404,46.537,30.194,5.263,1.108,2.216,0.277,0.0,0.0,0.0,2.696,2.647,2.693,3.535,3.719,3.088,3.948,4.211
6,0,0,0,0,0,0,0,0,0,6,6,6,1,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2022,AERO,402,1,Kristi J. Shryock,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,6.0
6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,AERO,485,1,Kristi J. Shryock,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1,0,0,0,0,0,0,0,0,17,17,17,7,10,1,0,2,5,0,2,3,2,0,2,5,0,0,1,4,2,0,0,2,1,4,0,0,0,4,2,0,1,2022,ENGR,381,1,Kristi J. Shryock,94.118,5.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.941,3.941,2.714,3.0,2.714,3.143,4.286,3.714
11,0,0,0,1,0,7,0,0,0,12,19,19,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,ENGR,385,1,Kristi J. Shryock,57.895,0.0,0.0,0.0,5.263,0.0,36.842,0.0,0.0,0.0,3.667,3.667,0.0,0.0,0.0,0.0,0.0,0.0
67,28,4,1,6,4,1,0,0,0,106,111,107,54,53,3,0,3,51,0,2,6,46,1,3,10,40,1,0,11,42,4,1,1,7,41,0,1,0,6,9,8,30,2020,PHIL,251,1,Kristi Sweet,60.36,25.225,3.604,0.901,5.405,3.604,0.901,0.0,0.0,0.0,3.406,3.3,2.944,3.815,3.648,3.741,4.481,5.093
21,4,1,0,0,2,0,0,0,0,26,28,26,20,6,1,0,0,20,1,0,1,18,0,0,4,16,0,0,5,15,2,0,0,4,14,0,1,0,0,4,6,9,2022,PHIL,330,1,Kristi Sweet,75.0,14.286,3.571,0.0,0.0,7.143,0.0,0.0,0.0,0.0,3.769,3.536,3.0,3.8,3.8,3.75,4.4,5.05
47,26,17,4,6,5,1,0,0,0,100,106,101,74,27,3,0,4,70,0,0,8,66,0,1,11,62,0,0,15,59,3,0,2,14,55,0,0,1,4,16,18,35,2021,PHIL,410,1,Kristi Sweet,44.34,24.528,16.038,3.774,5.66,4.717,0.943,0.0,0.0,0.0,3.04,2.919,2.946,3.892,3.824,3.797,4.595,5.108
19,5,3,0,0,1,0,0,0,0,27,28,27,19,8,1,0,1,18,1,0,3,15,0,0,2,17,0,0,3,16,0,0,0,3,15,1,1,1,0,0,4,13,2022,PHIL,414,1,Kristi Sweet,67.857,17.857,10.714,0.0,0.0,3.571,0.0,0.0,0.0,0.0,3.593,3.482,2.947,3.684,3.895,3.842,4.833,5.316
18,1,0,0,0,0,2,0,0,0,19,21,21,13,8,2,0,3,10,0,0,1,12,0,0,3,10,0,0,3,10,0,1,0,1,11,0,0,0,0,0,9,4,2021,PHIL,661,1,Kristi Sweet,85.714,4.762,0.0,0.0,0.0,0.0,9.524,0.0,0.0,0.0,3.947,3.947,2.769,3.923,3.769,3.769,4.692,5.308
30,3,0,0,0,0,0,0,0,0,33,33,33,6,27,1,0,0,6,0,0,1,5,0,0,0,6,0,0,1,5,0,0,0,1,5,0,0,0,0,0,1,5,2021,PHIL,251,1,Kristian J. Cantens,90.909,9.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.909,3.909,3.0,3.833,4.0,3.833,4.833,5.833
34,3,0,0,1,2,2,0,0,0,38,42,40,25,15,2,0,6,19,1,4,12,8,0,3,12,10,0,6,12,7,0,0,2,8,15,0,0,0,3,3,14,5,2022,PHIL,314,1,Kristian J. Cantens,80.952,7.143,0.0,0.0,2.381,4.762,4.762,0.0,0.0,0.0,3.816,3.65,2.76,3.08,3.28,3.04,4.52,4.84
83,87,18,1,4,3,0,0,0,0,193,196,193,91,102,16,3,28,60,1,10,33,47,0,9,50,32,2,22,32,35,5,2,5,30,49,0,0,3,12,21,36,19,2020,PHIL,482,1,Kristian J. Cantens,42.347,44.388,9.184,0.51,2.041,1.531,0.0,0.0,0.0,0.0,3.264,3.222,2.626,3.385,3.253,3.099,4.275,4.615
18,12,0,0,0,0,0,0,0,0,30,30,30,17,13,2,0,1,16,0,1,3,13,0,0,8,9,0,0,5,12,1,0,0,5,11,0,0,1,0,7,6,3,2022,NURS,413,1,Kristin N. Morgan,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,2.941,3.706,3.529,3.706,4.471,4.588
8,4,0,0,0,0,0,0,0,0,12,12,12,6,6,1,0,1,5,0,0,2,4,0,0,0,6,0,2,2,2,0,0,0,1,5,0,0,0,0,0,3,3,2022,NURS,421,1,Kristin N. Morgan,66.667,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,2.833,3.667,4.0,3.0,4.833,5.5
44,5,1,0,0,0,1,0,0,0,50,51,51,19,32,3,0,4,15,2,10,2,5,2,9,4,4,0,5,6,8,2,6,4,1,6,0,0,5,5,5,0,4,2021,NURS,430,1,Kristin N. Morgan,86.275,9.804,1.961,0.0,0.0,0.0,1.961,0.0,0.0,0.0,3.86,3.86,2.789,2.526,2.526,3.158,3.158,3.632
189,74,25,6,6,6,0,0,0,0,300,306,300,102,198,9,0,6,96,2,7,12,81,2,17,40,43,2,2,12,86,5,5,16,28,43,5,3,4,3,11,30,51,2020,KINE,120,1,Kristin N. Slagel,61.765,24.183,8.17,1.961,1.961,1.961,0.0,0.0,0.0,0.0,3.447,3.389,2.941,3.686,3.216,3.784,4.021,5.098
56,2,0,0,0,2,0,40,0,0,58,100,98,25,73,5,0,0,25,1,1,0,23,0,2,10,13,0,0,0,25,1,1,1,5,8,9,0,0,0,1,8,16,2020,KINE,199,1,Kristin N. Slagel,56.0,2.0,0.0,0.0,0.0,2.0,0.0,40.0,0.0,0.0,3.966,3.85,3.0,3.8,3.44,4.0,4.125,5.6
325,70,23,3,6,6,0,0,0,0,427,433,427,169,258,16,1,3,115,0,1,11,107,2,9,38,70,1,3,13,102,5,3,4,43,59,5,3,0,2,12,40,62,2020,KINE,223,1,Kristin N. Slagel,75.058,16.166,5.312,0.693,1.386,1.386,0.0,0.0,0.0,0.0,3.651,3.607,2.083,2.74,2.45,2.686,2.988,3.722
1,10,4,0,0,0,1,0,0,0,15,16,16,6,10,2,0,3,3,0,0,2,4,0,0,2,4,0,1,3,2,0,0,0,2,4,0,1,0,0,1,2,2,2022,NURS,420,1,Kristin Torbic,6.25,62.5,25.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,2.8,2.8,2.5,3.667,3.667,3.167,4.667,4.5
176,4,0,0,0,0,0,0,0,0,180,180,180,84,96,16,0,8,76,0,3,13,68,1,1,20,62,0,2,25,57,5,1,1,13,63,1,0,0,4,11,27,42,2020,BUSN,125,1,Kristine E. Morley,97.778,2.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.978,3.978,2.905,3.774,3.702,3.655,4.542,5.274
44,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,BUSN,285,1,Kristine E. Morley,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
27,30,7,1,2,1,0,0,0,0,67,68,67,16,51,2,0,0,16,0,0,2,14,0,0,3,13,0,0,3,13,1,0,0,5,10,0,0,0,1,0,7,8,2020,SPMT,333,1,Kristofer C. Nite,39.706,44.118,10.294,1.471,2.941,1.471,0.0,0.0,0.0,0.0,3.179,3.14,3.0,3.875,3.812,3.812,4.438,5.375
105,33,21,5,6,5,0,0,0,0,170,175,170,32,138,3,0,1,31,0,2,7,23,0,6,8,18,1,1,7,23,4,0,4,11,13,0,3,1,1,12,5,10,2020,SPMT,340,1,Kristofer C. Nite,60.0,18.857,12.0,2.857,3.429,2.857,0.0,0.0,0.0,0.0,3.329,3.249,2.969,3.656,3.375,3.625,3.906,4.406
25,5,2,3,0,2,0,0,0,0,35,37,35,12,23,1,0,1,11,0,0,2,10,0,0,4,8,0,2,8,2,1,0,1,4,6,0,0,0,2,2,4,4,2022,SPMT,362,1,Kristofer C. Nite,67.568,13.514,5.405,8.108,0.0,5.405,0.0,0.0,0.0,0.0,3.486,3.324,2.917,3.833,3.667,3.0,4.167,4.833
98,14,2,0,1,0,0,0,0,1,115,116,116,32,84,5,0,3,29,0,0,4,28,0,0,17,15,0,0,11,21,1,0,0,18,13,0,0,1,1,4,17,9,2021,SPMT,612,1,Kristofer C. Nite,84.483,12.069,1.724,0.0,0.862,0.0,0.0,0.0,0.0,0.862,3.809,3.809,2.906,3.875,3.469,3.656,4.312,5.0
28,12,2,0,0,0,0,0,0,0,42,42,42,28,14,4,0,0,28,0,0,3,25,0,0,3,25,0,0,1,27,0,0,0,0,27,1,0,0,0,0,7,21,2020,SPMT,682,1,Kristofer C. Nite,66.667,28.571,4.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.619,3.619,3.0,3.893,3.893,3.964,5.0,5.75
371,355,275,87,50,42,1,0,0,0,1138,1181,1140,966,174,8,2,57,907,10,49,334,573,3,55,370,538,8,81,379,498,30,44,235,378,200,79,29,16,97,269,332,223,2020,MATH,140,1,Kristopher L. Watkins,31.414,30.059,23.285,7.367,4.234,3.556,0.085,0.0,0.0,0.0,2.8,2.718,2.937,3.522,3.494,3.415,3.76,4.582
13,25,21,6,4,4,0,0,0,0,69,73,69,46,23,3,0,3,43,0,1,11,34,0,1,9,36,2,6,16,22,1,1,5,16,14,9,1,0,1,5,17,22,2022,MATH,147,1,Kristopher L. Watkins,17.808,34.247,28.767,8.219,5.479,5.479,0.0,0.0,0.0,0.0,2.536,2.425,2.935,3.717,3.761,3.261,4.108,5.239
34,18,10,2,0,10,0,0,0,0,64,74,64,61,3,4,0,0,61,0,0,17,44,0,0,13,48,0,2,23,36,2,0,11,26,10,12,0,0,3,10,24,24,2020,MATH,148,1,Kristopher L. Watkins,45.946,24.324,13.514,2.703,0.0,13.514,0.0,0.0,0.0,0.0,3.312,2.932,3.0,3.721,3.787,3.557,3.857,5.131
63,184,157,84,58,65,0,0,0,0,546,611,546,231,315,21,3,56,172,4,35,81,111,1,11,70,149,12,44,93,82,4,14,53,68,49,43,10,9,39,73,54,46,2022,MATH,150,1,Kristopher L. Watkins,10.311,30.115,25.696,13.748,9.493,10.638,0.0,0.0,0.0,0.0,2.201,2.02,2.732,3.294,3.589,3.061,3.766,4.255
178,214,140,31,24,42,2,0,0,0,587,631,590,503,87,21,0,21,482,4,16,134,349,2,13,148,340,1,16,150,336,12,23,141,183,79,65,19,6,60,157,182,79,2021,MATH,152,1,Kristopher L. Watkins,28.209,33.914,22.187,4.913,3.803,6.656,0.317,0.0,0.0,0.0,2.836,2.68,2.958,3.646,3.642,3.632,3.671,4.419
39,19,1,1,0,0,0,0,0,0,60,60,60,30,30,2,0,6,24,0,1,5,24,0,0,8,22,0,2,8,20,1,0,2,4,23,0,0,1,1,8,11,9,2022,COMM,210,1,Kristy L. Kulhanek,65.0,31.667,1.667,1.667,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.6,2.8,3.767,3.733,3.6,4.6,4.867
50,68,24,3,5,5,0,0,0,0,150,155,150,62,88,2,0,15,47,1,5,24,32,1,8,16,37,0,3,18,41,1,1,5,24,29,2,1,2,11,18,13,17,2022,COMM,308,1,Kristy L. Kulhanek,32.258,43.871,15.484,1.935,3.226,3.226,0.0,0.0,0.0,0.0,3.033,2.952,2.758,3.403,3.435,3.613,4.317,4.468
133,24,15,3,5,2,0,0,0,0,180,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,COMM,485,1,Kristy L. Kulhanek,73.077,13.187,8.242,1.648,2.747,1.099,0.0,0.0,0.0,0.0,3.539,3.505,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,JOUR,485,1,Kristy L. Kulhanek,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
74,12,3,1,3,3,1,0,0,0,93,97,94,53,41,3,1,2,50,2,2,3,46,0,2,7,44,1,0,10,42,5,0,0,8,39,1,2,0,0,5,17,29,2021,POLS,320,1,Kristy Pathakis,76.289,12.371,3.093,1.031,3.093,3.093,1.031,0.0,0.0,0.0,3.645,3.547,2.925,3.755,3.792,3.755,4.462,5.302
50,30,29,0,0,8,0,0,0,0,109,117,109,95,14,1,1,10,84,1,13,39,42,0,7,37,51,1,10,33,51,4,6,18,37,27,3,2,1,8,31,28,25,2022,STAT,201,1,Kristyn J. Pantoja,42.735,25.641,24.786,0.0,0.0,6.838,0.0,0.0,0.0,0.0,3.193,3.009,2.874,3.284,3.463,3.411,3.837,4.653
23,39,30,0,1,1,0,0,0,0,93,94,93,22,71,1,1,3,18,3,5,10,4,0,0,7,15,0,2,7,13,1,0,3,12,4,2,3,1,1,3,9,5,2020,STAT,303,1,Kristyn J. Pantoja,24.468,41.489,31.915,0.0,1.064,1.064,0.0,0.0,0.0,0.0,2.892,2.867,2.773,2.682,3.682,3.5,3.9,4.318
35,13,4,1,0,1,0,0,0,0,53,54,53,36,17,3,0,0,36,0,0,3,33,0,0,9,27,0,1,2,33,3,0,1,8,24,0,2,1,0,4,12,17,2020,PHLT,303,1,Krystal Flores,64.815,24.074,7.407,1.852,0.0,1.852,0.0,0.0,0.0,0.0,3.547,3.491,3.0,3.917,3.75,3.889,4.389,5.056
11,15,0,0,1,0,0,0,0,0,27,27,27,12,15,2,0,0,12,0,0,0,12,0,0,2,10,0,0,1,11,0,0,1,1,10,0,0,0,0,1,3,8,2021,PHLT,304,1,Krystal Flores,40.741,55.556,0.0,0.0,3.704,0.0,0.0,0.0,0.0,0.0,3.296,3.296,3.0,4.0,3.833,3.917,4.75,5.583
20,11,3,0,0,0,0,0,0,0,34,34,34,18,16,2,0,0,18,0,0,2,16,0,0,2,16,0,1,1,16,1,0,0,6,10,1,1,1,0,2,6,8,2021,PHLT,330,1,Krystal Flores,58.824,32.353,8.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,3.0,3.889,3.889,3.833,4.412,4.944
20,6,0,0,0,0,0,0,0,0,26,26,26,22,4,2,0,1,21,0,0,3,19,0,1,2,19,0,2,1,19,0,0,0,9,13,0,3,1,0,2,5,11,2021,PHLT,410,1,Krystal Flores,76.923,23.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.769,3.769,2.955,3.864,3.818,3.773,4.591,4.727
12,0,0,0,0,0,0,0,0,0,12,12,12,6,6,2,0,0,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,1,5,0,0,0,0,0,2,4,2020,PHLT,411,1,Krystal Flores,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,4.833,5.667
17,4,0,0,0,0,0,0,0,0,21,21,21,16,5,2,0,1,15,0,1,1,14,0,0,2,14,0,0,2,14,2,0,1,3,10,0,1,0,1,2,5,7,2021,PHLT,415,1,Krystal Flores,80.952,19.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,3.81,2.938,3.812,3.875,3.875,4.188,4.938
11,2,0,0,0,0,0,0,0,0,13,13,13,11,2,2,0,0,11,0,0,1,10,0,0,0,11,0,0,0,11,0,0,0,2,9,0,0,0,0,1,3,7,2021,PHLT,441,1,Krystal Flores,84.615,15.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.846,3.846,3.0,3.909,4.0,4.0,4.818,5.545
4,2,0,0,0,0,0,0,0,0,6,6,6,2,4,1,0,0,2,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,2021,PHLT,445,1,Krystal Flores,66.667,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.667,3.667,3.0,4.0,4.0,3.5,5.0,6.0
9,0,0,0,0,0,0,0,0,0,9,9,9,5,4,1,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,2,3,2021,SPSY,610,1,Krystal T. Simmons,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.6
7,0,0,0,0,0,1,0,0,0,7,8,8,2,6,1,0,0,2,0,1,0,1,0,0,2,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,1,0,2021,SPSY,613,1,Krystal T. Simmons,87.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,4.0,4.0,3.0,3.0,3.0,3.5,4.0,3.0
6,0,0,0,0,0,1,0,0,0,6,7,7,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,SPSY,683,1,Krystal T. Simmons,85.714,0.0,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
67,118,64,3,2,9,0,0,0,0,254,263,254,89,165,5,6,33,50,15,28,31,15,6,20,47,16,8,23,41,17,2,7,27,26,4,23,14,14,24,20,13,4,2020,ECEN,322,1,Krzysztof Michalski,25.475,44.867,24.335,1.141,0.76,3.422,0.0,0.0,0.0,0.0,2.965,2.88,2.494,2.517,2.82,2.753,3.348,3.18
9,3,8,2,1,5,0,0,0,0,23,28,23,5,18,1,0,0,5,0,0,2,3,0,0,2,3,0,0,2,3,0,0,2,1,0,2,0,0,1,2,2,0,2021,ECEN,445,1,Krzysztof Michalski,32.143,10.714,28.571,7.143,3.571,17.857,0.0,0.0,0.0,0.0,2.739,2.339,3.0,3.6,3.6,3.6,3.333,4.2
